time_id,full_date,day_of_month,day_name,month_number,month_name,quarter,year,is_weekend
57,2022-02-26,26,Saturday,2,February,1,2022,True
58,2022-02-27,27,Sunday,2,February,1,2022,True
59,2022-02-28,28,Monday,2,February,1,2022,False
60,2022-03-01,1,Tuesday,3,March,1,2022,False
61,2022-03-02,2,Wednesday,3,March,1,2022,False
62,2022-03-03,3,Thursday,3,March,1,2022,False
63,2022-03-04,4,Friday,3,March,1,2022,False
64,2022-03-05,5,Saturday,3,March,1,2022,True
65,2022-03-06,6,Sunday,3,March,1,2022,True
66,2022-03-07,7,Monday,3,March,1,2022,False
67,2022-03-08,8,Tuesday,3,March,1,2022,False
68,2022-03-09,9,Wednesday,3,March,1,2022,False
69,2022-03-10,10,Thursday,3,March,1,2022,False
70,2022-03-11,11,Friday,3,March,1,2022,False
71,2022-03-12,12,Saturday,3,March,1,2022,True
72,2022-03-13,13,Sunday,3,March,1,2022,True
73,2022-03-14,14,Monday,3,March,1,2022,False
74,2022-03-15,15,Tuesday,3,March,1,2022,False
75,2022-03-16,16,Wednesday,3,March,1,2022,False
76,2022-03-17,17,Thursday,3,March,1,2022,False
77,2022-03-18,18,Friday,3,March,1,2022,False
78,2022-03-19,19,Saturday,3,March,1,2022,True
79,2022-03-20,20,Sunday,3,March,1,2022,True
80,2022-03-21,21,Monday,3,March,1,2022,False
81,2022-03-22,22,Tuesday,3,March,1,2022,False
82,2022-03-23,23,Wednesday,3,March,1,2022,False
83,2022-03-24,24,Thursday,3,March,1,2022,False
84,2022-03-25,25,Friday,3,March,1,2022,False
85,2022-03-26,26,Saturday,3,March,1,2022,True
86,2022-03-27,27,Sunday,3,March,1,2022,True
87,2022-03-28,28,Monday,3,March,1,2022,False
88,2022-03-29,29,Tuesday,3,March,1,2022,False
89,2022-03-30,30,Wednesday,3,March,1,2022,False
90,2022-03-31,31,Thursday,3,March,1,2022,False
91,2022-04-01,1,Friday,4,April,2,2022,False
92,2022-04-02,2,Saturday,4,April,2,2022,True
93,2022-04-03,3,Sunday,4,April,2,2022,True
94,2022-04-04,4,Monday,4,April,2,2022,False
95,2022-04-05,5,Tuesday,4,April,2,2022,False
96,2022-04-06,6,Wednesday,4,April,2,2022,False
97,2022-04-07,7,Thursday,4,April,2,2022,False
98,2022-04-08,8,Friday,4,April,2,2022,False
99,2022-04-09,9,Saturday,4,April,2,2022,True
100,2022-04-10,10,Sunday,4,April,2,2022,True
101,2022-04-11,11,Monday,4,April,2,2022,False
102,2022-04-12,12,Tuesday,4,April,2,2022,False
103,2022-04-13,13,Wednesday,4,April,2,2022,False
104,2022-04-14,14,Thursday,4,April,2,2022,False
105,2022-04-15,15,Friday,4,April,2,2022,False
106,2022-04-16,16,Saturday,4,April,2,2022,True
107,2022-04-17,17,Sunday,4,April,2,2022,True
108,2022-04-18,18,Monday,4,April,2,2022,False
109,2022-04-19,19,Tuesday,4,April,2,2022,False
110,2022-04-20,20,Wednesday,4,April,2,2022,False
111,2022-04-21,21,Thursday,4,April,2,2022,False
112,2022-04-22,22,Friday,4,April,2,2022,False
113,2022-04-23,23,Saturday,4,April,2,2022,True
114,2022-04-24,24,Sunday,4,April,2,2022,True
115,2022-04-25,25,Monday,4,April,2,2022,False
116,2022-04-26,26,Tuesday,4,April,2,2022,False
117,2022-04-27,27,Wednesday,4,April,2,2022,False
118,2022-04-28,28,Thursday,4,April,2,2022,False
119,2022-04-29,29,Friday,4,April,2,2022,False
120,2022-04-30,30,Saturday,4,April,2,2022,True
121,2022-05-01,1,Sunday,5,May,2,2022,True
122,2022-05-02,2,Monday,5,May,2,2022,False
123,2022-05-03,3,Tuesday,5,May,2,2022,False
124,2022-05-04,4,Wednesday,5,May,2,2022,False
125,2022-05-05,5,Thursday,5,May,2,2022,False
126,2022-05-06,6,Friday,5,May,2,2022,False
127,2022-05-07,7,Saturday,5,May,2,2022,True
128,2022-05-08,8,Sunday,5,May,2,2022,True
129,2022-05-09,9,Monday,5,May,2,2022,False
130,2022-05-10,10,Tuesday,5,May,2,2022,False
131,2022-05-11,11,Wednesday,5,May,2,2022,False
132,2022-05-12,12,Thursday,5,May,2,2022,False
133,2022-05-13,13,Friday,5,May,2,2022,False
134,2022-05-14,14,Saturday,5,May,2,2022,True
135,2022-05-15,15,Sunday,5,May,2,2022,True
136,2022-05-16,16,Monday,5,May,2,2022,False
137,2022-05-17,17,Tuesday,5,May,2,2022,False
138,2022-05-18,18,Wednesday,5,May,2,2022,False
139,2022-05-19,19,Thursday,5,May,2,2022,False
140,2022-05-20,20,Friday,5,May,2,2022,False
141,2022-05-21,21,Saturday,5,May,2,2022,True
142,2022-05-22,22,Sunday,5,May,2,2022,True
143,2022-05-23,23,Monday,5,May,2,2022,False
144,2022-05-24,24,Tuesday,5,May,2,2022,False
145,2022-05-25,25,Wednesday,5,May,2,2022,False
146,2022-05-26,26,Thursday,5,May,2,2022,False
147,2022-05-27,27,Friday,5,May,2,2022,False
148,2022-05-28,28,Saturday,5,May,2,2022,True
149,2022-05-29,29,Sunday,5,May,2,2022,True
150,2022-05-30,30,Monday,5,May,2,2022,False
151,2022-05-31,31,Tuesday,5,May,2,2022,False
152,2022-06-01,1,Wednesday,6,June,2,2022,False
153,2022-06-02,2,Thursday,6,June,2,2022,False
154,2022-06-03,3,Friday,6,June,2,2022,False
155,2022-06-04,4,Saturday,6,June,2,2022,True
156,2022-06-05,5,Sunday,6,June,2,2022,True
157,2022-06-06,6,Monday,6,June,2,2022,False
158,2022-06-07,7,Tuesday,6,June,2,2022,False
159,2022-06-08,8,Wednesday,6,June,2,2022,False
160,2022-06-09,9,Thursday,6,June,2,2022,False
161,2022-06-10,10,Friday,6,June,2,2022,False
162,2022-06-11,11,Saturday,6,June,2,2022,True
163,2022-06-12,12,Sunday,6,June,2,2022,True
164,2022-06-13,13,Monday,6,June,2,2022,False
165,2022-06-14,14,Tuesday,6,June,2,2022,False
166,2022-06-15,15,Wednesday,6,June,2,2022,False
167,2022-06-16,16,Thursday,6,June,2,2022,False
168,2022-06-17,17,Friday,6,June,2,2022,False
169,2022-06-18,18,Saturday,6,June,2,2022,True
170,2022-06-19,19,Sunday,6,June,2,2022,True
171,2022-06-20,20,Monday,6,June,2,2022,False
172,2022-06-21,21,Tuesday,6,June,2,2022,False
173,2022-06-22,22,Wednesday,6,June,2,2022,False
174,2022-06-23,23,Thursday,6,June,2,2022,False
175,2022-06-24,24,Friday,6,June,2,2022,False
176,2022-06-25,25,Saturday,6,June,2,2022,True
177,2022-06-26,26,Sunday,6,June,2,2022,True
178,2022-06-27,27,Monday,6,June,2,2022,False
179,2022-06-28,28,Tuesday,6,June,2,2022,False
180,2022-06-29,29,Wednesday,6,June,2,2022,False
181,2022-06-30,30,Thursday,6,June,2,2022,False
182,2022-07-01,1,Friday,7,July,3,2022,False
183,2022-07-02,2,Saturday,7,July,3,2022,True
184,2022-07-03,3,Sunday,7,July,3,2022,True
185,2022-07-04,4,Monday,7,July,3,2022,False
186,2022-07-05,5,Tuesday,7,July,3,2022,False
187,2022-07-06,6,Wednesday,7,July,3,2022,False
188,2022-07-07,7,Thursday,7,July,3,2022,False
189,2022-07-08,8,Friday,7,July,3,2022,False
190,2022-07-09,9,Saturday,7,July,3,2022,True
191,2022-07-10,10,Sunday,7,July,3,2022,True
192,2022-07-11,11,Monday,7,July,3,2022,False
193,2022-07-12,12,Tuesday,7,July,3,2022,False
194,2022-07-13,13,Wednesday,7,July,3,2022,False
195,2022-07-14,14,Thursday,7,July,3,2022,False
196,2022-07-15,15,Friday,7,July,3,2022,False
197,2022-07-16,16,Saturday,7,July,3,2022,True
198,2022-07-17,17,Sunday,7,July,3,2022,True
199,2022-07-18,18,Monday,7,July,3,2022,False
200,2022-07-19,19,Tuesday,7,July,3,2022,False
201,2022-07-20,20,Wednesday,7,July,3,2022,False
202,2022-07-21,21,Thursday,7,July,3,2022,False
203,2022-07-22,22,Friday,7,July,3,2022,False
204,2022-07-23,23,Saturday,7,July,3,2022,True
205,2022-07-24,24,Sunday,7,July,3,2022,True
206,2022-07-25,25,Monday,7,July,3,2022,False
207,2022-07-26,26,Tuesday,7,July,3,2022,False
208,2022-07-27,27,Wednesday,7,July,3,2022,False
209,2022-07-28,28,Thursday,7,July,3,2022,False
210,2022-07-29,29,Friday,7,July,3,2022,False
211,2022-07-30,30,Saturday,7,July,3,2022,True
212,2022-07-31,31,Sunday,7,July,3,2022,True
213,2022-08-01,1,Monday,8,August,3,2022,False
214,2022-08-02,2,Tuesday,8,August,3,2022,False
215,2022-08-03,3,Wednesday,8,August,3,2022,False
216,2022-08-04,4,Thursday,8,August,3,2022,False
217,2022-08-05,5,Friday,8,August,3,2022,False
218,2022-08-06,6,Saturday,8,August,3,2022,True
219,2022-08-07,7,Sunday,8,August,3,2022,True
220,2022-08-08,8,Monday,8,August,3,2022,False
221,2022-08-09,9,Tuesday,8,August,3,2022,False
222,2022-08-10,10,Wednesday,8,August,3,2022,False
223,2022-08-11,11,Thursday,8,August,3,2022,False
224,2022-08-12,12,Friday,8,August,3,2022,False
225,2022-08-13,13,Saturday,8,August,3,2022,True
226,2022-08-14,14,Sunday,8,August,3,2022,True
227,2022-08-15,15,Monday,8,August,3,2022,False
228,2022-08-16,16,Tuesday,8,August,3,2022,False
229,2022-08-17,17,Wednesday,8,August,3,2022,False
230,2022-08-18,18,Thursday,8,August,3,2022,False
231,2022-08-19,19,Friday,8,August,3,2022,False
232,2022-08-20,20,Saturday,8,August,3,2022,True
233,2022-08-21,21,Sunday,8,August,3,2022,True
234,2022-08-22,22,Monday,8,August,3,2022,False
235,2022-08-23,23,Tuesday,8,August,3,2022,False
236,2022-08-24,24,Wednesday,8,August,3,2022,False
237,2022-08-25,25,Thursday,8,August,3,2022,False
238,2022-08-26,26,Friday,8,August,3,2022,False
239,2022-08-27,27,Saturday,8,August,3,2022,True
240,2022-08-28,28,Sunday,8,August,3,2022,True
241,2022-08-29,29,Monday,8,August,3,2022,False
242,2022-08-30,30,Tuesday,8,August,3,2022,False
243,2022-08-31,31,Wednesday,8,August,3,2022,False
244,2022-09-01,1,Thursday,9,September,3,2022,False
245,2022-09-02,2,Friday,9,September,3,2022,False
246,2022-09-03,3,Saturday,9,September,3,2022,True
247,2022-09-04,4,Sunday,9,September,3,2022,True
248,2022-09-05,5,Monday,9,September,3,2022,False
249,2022-09-06,6,Tuesday,9,September,3,2022,False
250,2022-09-07,7,Wednesday,9,September,3,2022,False
251,2022-09-08,8,Thursday,9,September,3,2022,False
252,2022-09-09,9,Friday,9,September,3,2022,False
253,2022-09-10,10,Saturday,9,September,3,2022,True
254,2022-09-11,11,Sunday,9,September,3,2022,True
255,2022-09-12,12,Monday,9,September,3,2022,False
256,2022-09-13,13,Tuesday,9,September,3,2022,False
257,2022-09-14,14,Wednesday,9,September,3,2022,False
258,2022-09-15,15,Thursday,9,September,3,2022,False
259,2022-09-16,16,Friday,9,September,3,2022,False
260,2022-09-17,17,Saturday,9,September,3,2022,True
261,2022-09-18,18,Sunday,9,September,3,2022,True
262,2022-09-19,19,Monday,9,September,3,2022,False
263,2022-09-20,20,Tuesday,9,September,3,2022,False
264,2022-09-21,21,Wednesday,9,September,3,2022,False
265,2022-09-22,22,Thursday,9,September,3,2022,False
266,2022-09-23,23,Friday,9,September,3,2022,False
267,2022-09-24,24,Saturday,9,September,3,2022,True
268,2022-09-25,25,Sunday,9,September,3,2022,True
269,2022-09-26,26,Monday,9,September,3,2022,False
270,2022-09-27,27,Tuesday,9,September,3,2022,False
271,2022-09-28,28,Wednesday,9,September,3,2022,False
272,2022-09-29,29,Thursday,9,September,3,2022,False
273,2022-09-30,30,Friday,9,September,3,2022,False
274,2022-10-01,1,Saturday,10,October,4,2022,True
275,2022-10-02,2,Sunday,10,October,4,2022,True
276,2022-10-03,3,Monday,10,October,4,2022,False
277,2022-10-04,4,Tuesday,10,October,4,2022,False
278,2022-10-05,5,Wednesday,10,October,4,2022,False
279,2022-10-06,6,Thursday,10,October,4,2022,False
280,2022-10-07,7,Friday,10,October,4,2022,False
281,2022-10-08,8,Saturday,10,October,4,2022,True
282,2022-10-09,9,Sunday,10,October,4,2022,True
283,2022-10-10,10,Monday,10,October,4,2022,False
284,2022-10-11,11,Tuesday,10,October,4,2022,False
285,2022-10-12,12,Wednesday,10,October,4,2022,False
286,2022-10-13,13,Thursday,10,October,4,2022,False
287,2022-10-14,14,Friday,10,October,4,2022,False
288,2022-10-15,15,Saturday,10,October,4,2022,True
289,2022-10-16,16,Sunday,10,October,4,2022,True
290,2022-10-17,17,Monday,10,October,4,2022,False
291,2022-10-18,18,Tuesday,10,October,4,2022,False
292,2022-10-19,19,Wednesday,10,October,4,2022,False
293,2022-10-20,20,Thursday,10,October,4,2022,False
294,2022-10-21,21,Friday,10,October,4,2022,False
295,2022-10-22,22,Saturday,10,October,4,2022,True
296,2022-10-23,23,Sunday,10,October,4,2022,True
297,2022-10-24,24,Monday,10,October,4,2022,False
298,2022-10-25,25,Tuesday,10,October,4,2022,False
299,2022-10-26,26,Wednesday,10,October,4,2022,False
300,2022-10-27,27,Thursday,10,October,4,2022,False
301,2022-10-28,28,Friday,10,October,4,2022,False
302,2022-10-29,29,Saturday,10,October,4,2022,True
303,2022-10-30,30,Sunday,10,October,4,2022,True
304,2022-10-31,31,Monday,10,October,4,2022,False
305,2022-11-01,1,Tuesday,11,November,4,2022,False
306,2022-11-02,2,Wednesday,11,November,4,2022,False
307,2022-11-03,3,Thursday,11,November,4,2022,False
308,2022-11-04,4,Friday,11,November,4,2022,False
309,2022-11-05,5,Saturday,11,November,4,2022,True
310,2022-11-06,6,Sunday,11,November,4,2022,True
311,2022-11-07,7,Monday,11,November,4,2022,False
312,2022-11-08,8,Tuesday,11,November,4,2022,False
313,2022-11-09,9,Wednesday,11,November,4,2022,False
314,2022-11-10,10,Thursday,11,November,4,2022,False
315,2022-11-11,11,Friday,11,November,4,2022,False
316,2022-11-12,12,Saturday,11,November,4,2022,True
317,2022-11-13,13,Sunday,11,November,4,2022,True
318,2022-11-14,14,Monday,11,November,4,2022,False
319,2022-11-15,15,Tuesday,11,November,4,2022,False
320,2022-11-16,16,Wednesday,11,November,4,2022,False
321,2022-11-17,17,Thursday,11,November,4,2022,False
322,2022-11-18,18,Friday,11,November,4,2022,False
323,2022-11-19,19,Saturday,11,November,4,2022,True
324,2022-11-20,20,Sunday,11,November,4,2022,True
325,2022-11-21,21,Monday,11,November,4,2022,False
326,2022-11-22,22,Tuesday,11,November,4,2022,False
327,2022-11-23,23,Wednesday,11,November,4,2022,False
328,2022-11-24,24,Thursday,11,November,4,2022,False
329,2022-11-25,25,Friday,11,November,4,2022,False
330,2022-11-26,26,Saturday,11,November,4,2022,True
331,2022-11-27,27,Sunday,11,November,4,2022,True
332,2022-11-28,28,Monday,11,November,4,2022,False
333,2022-11-29,29,Tuesday,11,November,4,2022,False
334,2022-11-30,30,Wednesday,11,November,4,2022,False
335,2022-12-01,1,Thursday,12,December,4,2022,False
336,2022-12-02,2,Friday,12,December,4,2022,False
337,2022-12-03,3,Saturday,12,December,4,2022,True
338,2022-12-04,4,Sunday,12,December,4,2022,True
339,2022-12-05,5,Monday,12,December,4,2022,False
340,2022-12-06,6,Tuesday,12,December,4,2022,False
341,2022-12-07,7,Wednesday,12,December,4,2022,False
342,2022-12-08,8,Thursday,12,December,4,2022,False
343,2022-12-09,9,Friday,12,December,4,2022,False
344,2022-12-10,10,Saturday,12,December,4,2022,True
345,2022-12-11,11,Sunday,12,December,4,2022,True
346,2022-12-12,12,Monday,12,December,4,2022,False
347,2022-12-13,13,Tuesday,12,December,4,2022,False
348,2022-12-14,14,Wednesday,12,December,4,2022,False
349,2022-12-15,15,Thursday,12,December,4,2022,False
350,2022-12-16,16,Friday,12,December,4,2022,False
351,2022-12-17,17,Saturday,12,December,4,2022,True
352,2022-12-18,18,Sunday,12,December,4,2022,True
353,2022-12-19,19,Monday,12,December,4,2022,False
354,2022-12-20,20,Tuesday,12,December,4,2022,False
355,2022-12-21,21,Wednesday,12,December,4,2022,False
356,2022-12-22,22,Thursday,12,December,4,2022,False
357,2022-12-23,23,Friday,12,December,4,2022,False
358,2022-12-24,24,Saturday,12,December,4,2022,True
359,2022-12-25,25,Sunday,12,December,4,2022,True
360,2022-12-26,26,Monday,12,December,4,2022,False
361,2022-12-27,27,Tuesday,12,December,4,2022,False
362,2022-12-28,28,Wednesday,12,December,4,2022,False
363,2022-12-29,29,Thursday,12,December,4,2022,False
364,2022-12-30,30,Friday,12,December,4,2022,False
365,2022-12-31,31,Saturday,12,December,4,2022,True
366,2023-01-01,1,Sunday,1,January,1,2023,True
367,2023-01-02,2,Monday,1,January,1,2023,False
368,2023-01-03,3,Tuesday,1,January,1,2023,False
369,2023-01-04,4,Wednesday,1,January,1,2023,False
370,2023-01-05,5,Thursday,1,January,1,2023,False
371,2023-01-06,6,Friday,1,January,1,2023,False
372,2023-01-07,7,Saturday,1,January,1,2023,True
373,2023-01-08,8,Sunday,1,January,1,2023,True
374,2023-01-09,9,Monday,1,January,1,2023,False
375,2023-01-10,10,Tuesday,1,January,1,2023,False
376,2023-01-11,11,Wednesday,1,January,1,2023,False
377,2023-01-12,12,Thursday,1,January,1,2023,False
378,2023-01-13,13,Friday,1,January,1,2023,False
379,2023-01-14,14,Saturday,1,January,1,2023,True
380,2023-01-15,15,Sunday,1,January,1,2023,True
381,2023-01-16,16,Monday,1,January,1,2023,False
382,2023-01-17,17,Tuesday,1,January,1,2023,False
383,2023-01-18,18,Wednesday,1,January,1,2023,False
384,2023-01-19,19,Thursday,1,January,1,2023,False
385,2023-01-20,20,Friday,1,January,1,2023,False
386,2023-01-21,21,Saturday,1,January,1,2023,True
387,2023-01-22,22,Sunday,1,January,1,2023,True
388,2023-01-23,23,Monday,1,January,1,2023,False
389,2023-01-24,24,Tuesday,1,January,1,2023,False
390,2023-01-25,25,Wednesday,1,January,1,2023,False
391,2023-01-26,26,Thursday,1,January,1,2023,False
392,2023-01-27,27,Friday,1,January,1,2023,False
393,2023-01-28,28,Saturday,1,January,1,2023,True
394,2023-01-29,29,Sunday,1,January,1,2023,True
395,2023-01-30,30,Monday,1,January,1,2023,False
396,2023-01-31,31,Tuesday,1,January,1,2023,False
397,2023-02-01,1,Wednesday,2,February,1,2023,False
398,2023-02-02,2,Thursday,2,February,1,2023,False
399,2023-02-03,3,Friday,2,February,1,2023,False
400,2023-02-04,4,Saturday,2,February,1,2023,True
401,2023-02-05,5,Sunday,2,February,1,2023,True
402,2023-02-06,6,Monday,2,February,1,2023,False
403,2023-02-07,7,Tuesday,2,February,1,2023,False
404,2023-02-08,8,Wednesday,2,February,1,2023,False
405,2023-02-09,9,Thursday,2,February,1,2023,False
406,2023-02-10,10,Friday,2,February,1,2023,False
407,2023-02-11,11,Saturday,2,February,1,2023,True
408,2023-02-12,12,Sunday,2,February,1,2023,True
409,2023-02-13,13,Monday,2,February,1,2023,False
410,2023-02-14,14,Tuesday,2,February,1,2023,False
411,2023-02-15,15,Wednesday,2,February,1,2023,False
412,2023-02-16,16,Thursday,2,February,1,2023,False
413,2023-02-17,17,Friday,2,February,1,2023,False
414,2023-02-18,18,Saturday,2,February,1,2023,True
415,2023-02-19,19,Sunday,2,February,1,2023,True
416,2023-02-20,20,Monday,2,February,1,2023,False
417,2023-02-21,21,Tuesday,2,February,1,2023,False
418,2023-02-22,22,Wednesday,2,February,1,2023,False
419,2023-02-23,23,Thursday,2,February,1,2023,False
420,2023-02-24,24,Friday,2,February,1,2023,False
421,2023-02-25,25,Saturday,2,February,1,2023,True
422,2023-02-26,26,Sunday,2,February,1,2023,True
423,2023-02-27,27,Monday,2,February,1,2023,False
424,2023-02-28,28,Tuesday,2,February,1,2023,False
425,2023-03-01,1,Wednesday,3,March,1,2023,False
426,2023-03-02,2,Thursday,3,March,1,2023,False
427,2023-03-03,3,Friday,3,March,1,2023,False
428,2023-03-04,4,Saturday,3,March,1,2023,True
429,2023-03-05,5,Sunday,3,March,1,2023,True
430,2023-03-06,6,Monday,3,March,1,2023,False
431,2023-03-07,7,Tuesday,3,March,1,2023,False
432,2023-03-08,8,Wednesday,3,March,1,2023,False
433,2023-03-09,9,Thursday,3,March,1,2023,False
434,2023-03-10,10,Friday,3,March,1,2023,False
435,2023-03-11,11,Saturday,3,March,1,2023,True
436,2023-03-12,12,Sunday,3,March,1,2023,True
437,2023-03-13,13,Monday,3,March,1,2023,False
438,2023-03-14,14,Tuesday,3,March,1,2023,False
439,2023-03-15,15,Wednesday,3,March,1,2023,False
440,2023-03-16,16,Thursday,3,March,1,2023,False
441,2023-03-17,17,Friday,3,March,1,2023,False
442,2023-03-18,18,Saturday,3,March,1,2023,True
443,2023-03-19,19,Sunday,3,March,1,2023,True
444,2023-03-20,20,Monday,3,March,1,2023,False
445,2023-03-21,21,Tuesday,3,March,1,2023,False
446,2023-03-22,22,Wednesday,3,March,1,2023,False
447,2023-03-23,23,Thursday,3,March,1,2023,False
448,2023-03-24,24,Friday,3,March,1,2023,False
449,2023-03-25,25,Saturday,3,March,1,2023,True
450,2023-03-26,26,Sunday,3,March,1,2023,True
451,2023-03-27,27,Monday,3,March,1,2023,False
452,2023-03-28,28,Tuesday,3,March,1,2023,False
453,2023-03-29,29,Wednesday,3,March,1,2023,False
454,2023-03-30,30,Thursday,3,March,1,2023,False
455,2023-03-31,31,Friday,3,March,1,2023,False
456,2023-04-01,1,Saturday,4,April,2,2023,True
457,2023-04-02,2,Sunday,4,April,2,2023,True
458,2023-04-03,3,Monday,4,April,2,2023,False
459,2023-04-04,4,Tuesday,4,April,2,2023,False
460,2023-04-05,5,Wednesday,4,April,2,2023,False
461,2023-04-06,6,Thursday,4,April,2,2023,False
462,2023-04-07,7,Friday,4,April,2,2023,False
463,2023-04-08,8,Saturday,4,April,2,2023,True
464,2023-04-09,9,Sunday,4,April,2,2023,True
465,2023-04-10,10,Monday,4,April,2,2023,False
466,2023-04-11,11,Tuesday,4,April,2,2023,False
467,2023-04-12,12,Wednesday,4,April,2,2023,False
468,2023-04-13,13,Thursday,4,April,2,2023,False
469,2023-04-14,14,Friday,4,April,2,2023,False
470,2023-04-15,15,Saturday,4,April,2,2023,True
471,2023-04-16,16,Sunday,4,April,2,2023,True
472,2023-04-17,17,Monday,4,April,2,2023,False
473,2023-04-18,18,Tuesday,4,April,2,2023,False
474,2023-04-19,19,Wednesday,4,April,2,2023,False
475,2023-04-20,20,Thursday,4,April,2,2023,False
476,2023-04-21,21,Friday,4,April,2,2023,False
477,2023-04-22,22,Saturday,4,April,2,2023,True
478,2023-04-23,23,Sunday,4,April,2,2023,True
479,2023-04-24,24,Monday,4,April,2,2023,False
480,2023-04-25,25,Tuesday,4,April,2,2023,False
481,2023-04-26,26,Wednesday,4,April,2,2023,False
482,2023-04-27,27,Thursday,4,April,2,2023,False
483,2023-04-28,28,Friday,4,April,2,2023,False
484,2023-04-29,29,Saturday,4,April,2,2023,True
485,2023-04-30,30,Sunday,4,April,2,2023,True
486,2023-05-01,1,Monday,5,May,2,2023,False
487,2023-05-02,2,Tuesday,5,May,2,2023,False
488,2023-05-03,3,Wednesday,5,May,2,2023,False
489,2023-05-04,4,Thursday,5,May,2,2023,False
490,2023-05-05,5,Friday,5,May,2,2023,False
491,2023-05-06,6,Saturday,5,May,2,2023,True
492,2023-05-07,7,Sunday,5,May,2,2023,True
493,2023-05-08,8,Monday,5,May,2,2023,False
494,2023-05-09,9,Tuesday,5,May,2,2023,False
495,2023-05-10,10,Wednesday,5,May,2,2023,False
496,2023-05-11,11,Thursday,5,May,2,2023,False
497,2023-05-12,12,Friday,5,May,2,2023,False
498,2023-05-13,13,Saturday,5,May,2,2023,True
499,2023-05-14,14,Sunday,5,May,2,2023,True
500,2023-05-15,15,Monday,5,May,2,2023,False
501,2023-05-16,16,Tuesday,5,May,2,2023,False
502,2023-05-17,17,Wednesday,5,May,2,2023,False
503,2023-05-18,18,Thursday,5,May,2,2023,False
504,2023-05-19,19,Friday,5,May,2,2023,False
505,2023-05-20,20,Saturday,5,May,2,2023,True
506,2023-05-21,21,Sunday,5,May,2,2023,True
507,2023-05-22,22,Monday,5,May,2,2023,False
508,2023-05-23,23,Tuesday,5,May,2,2023,False
509,2023-05-24,24,Wednesday,5,May,2,2023,False
510,2023-05-25,25,Thursday,5,May,2,2023,False
511,2023-05-26,26,Friday,5,May,2,2023,False
512,2023-05-27,27,Saturday,5,May,2,2023,True
513,2023-05-28,28,Sunday,5,May,2,2023,True
514,2023-05-29,29,Monday,5,May,2,2023,False
515,2023-05-30,30,Tuesday,5,May,2,2023,False
